,Unnamed: 0,DAY,MONTH,YEAR,LATITUDE,LONGITUDE,Date,Time,Type,Depth,Depth.Error,Depth.Seismic.Stations,Magnitude,Magnitude.Type,Magnitude.Error,Magnitude.Seismic.Stations,Azimuthal.Gap,Horizontal.Distance,Horizontal.Error,Root.Mean.Square,ID,Source,Location.Source,Magnitude.Source,Status,I_D,FLAG_TSUNAMI,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
565,566,24,4,1985,16.498,120.815,4/24/1985,1:07:15,Earthquake,33.0,,,6.1,MW,,,,,,1.3,USP0002E3E,US,US,HRV,Reviewed,5066,,1,7,14.5,33.0,6.1,,6.1,5.6,,,,7.0,PHILIPPINES,,"PHILIPPINES:  LUZON:  BENGUET PROVINCE,  BAGUIO",170,6.0,1.0,,,11.0,1.0,,2.0,,,,,6.0,1.0,,,11.0,1.0,,2.0,,,,
566,567,24,4,2002,42.436,21.466,4/24/2002,10:51:51,Earthquake,10.0,,522.0,5.7,MWC,,,,,,1.1,USP000B324,US,US,HRV,Reviewed,5632,,10,51,50.9,10.0,5.7,5.7,5.6,5.6,,,,,SERBIA AND MONTENEGRO,,BALKANS NW:  KOSOVO; MACEDONIA:  N,130,1.0,1.0,,,60.0,2.0,,1.0,,,,,1.0,1.0,,,60.0,2.0,,1.0,,,,
567,568,24,4,2011,-4.586,122.771,4/24/2011,23:07:51,Earthquake,8.0,,204.0,6.1,MWW,,,40.8,,,1.48,USP000J0HC,US,US,US,Reviewed,9864,,23,7,51.4,8.0,6.1,6.1,5.8,5.7,,,,,INDONESIA,,INDONESIA:   SULAWESI:  KENDARI,170,,,,,14.0,1.0,,2.0,,2.0,,,,,,,14.0,1.0,,2.0,,2.0,,
568,569,24,4,2013,34.526,70.22,4/24/2013,9:25:30,Earthquake,63.8,,303.0,5.5,MWW,,,20.0,,,0.89,USB000GEU9,US,US,US,Reviewed,9983,,9,25,30.0,64.0,5.5,5.5,5.6,5.6,,,,,AFGHANISTAN,,AFGHANISTAN:  KAMA,40,18.0,1.0,,,141.0,3.0,,2.0,,,676.0,3.0,18.0,1.0,,,141.0,3.0,,2.0,,,676.0,3.0
569,570,24,5,1979,42.255,18.752,5/24/1979,17:23:18,Earthquake,8.0,,,6.2,MS,,,,,,,USP00010UU,US,US,US,Reviewed,4833,,17,23,18.2,8.0,6.2,,6.2,5.8,,,,8.0,MACEDONIA,,BALKANS NW:  MACEDONIA:  DEBAR,130,,,,,65.0,2.0,,2.0,,,,,,,,,65.0,2.0,,,,,,
570,571,24,5,1990,5.358,31.848,5/24/1990,20:00:08,Earthquake,16.0,,,7.1,MW,,,,,,1.0,USP00049QE,US,US,HRV,Reviewed,5239,,20,0,8.1,16.0,7.0,,7.0,6.5,,,,,SUDAN,,"SUDAN:  JUBA, KAPENGURIA",15,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,2.0
571,572,24,5,1994,23.959,122.448,5/24/1994,4:00:42,Earthquake,16.3,,,6.6,MWB,,,,,,1.2,USP0006D02,US,US,US,Reviewed,9819,Tsu,4,0,42.1,16.0,6.5,6.5,6.7,6.2,,,,4.0,TAIWAN,,TAIWAN,30,,,,,,,,,,,,,,,,,,,,,,,,
572,573,24,5,2008,4.33,-73.764,5/24/2008,19:20:42,Earthquake,8.9,6.2,466.0,5.9,MWC,,,26.4,,,0.96,USP000G7P6,US,US,US,Reviewed,7879,,19,20,42.4,9.0,5.6,5.6,,,,,,,COLOMBIA,,"COLOMBIA:  META, QUETAME",160,6.0,1.0,,,,,,1.0,,,,2.0,6.0,1.0,,,,,,1.0,,,,2.0
573,574,24,5,2013,54.892,153.221,5/24/2013,5:44:49,Earthquake,598.1,4.1,385.0,8.3,MWW,,,10.0,,,1.02,USB000H4JH,US,US,US,Reviewed,9998,,5,44,48.9,598.0,8.3,8.3,,7.5,,,,,RUSSIA,,RUSSIA:  SEVERO KURILSKIYE,50,,,,,,,,,,,,,,,,,,,,,,,,
574,575,24,6,1984,17.984,-69.338,6/24/1984,11:17:12,Earthquake,23.9,2.1,,6.9,MW,,,,,,1.0,USP000257X,US,US,NC,Reviewed,5040,,11,17,11.9,24.0,6.7,,6.7,6.0,,,,5.0,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  SANTO DOMINGO,90,5.0,1.0,,,,,,1.0,,,,,5.0,1.0,,,,,,1.0,,,,
575,576,24,6,1986,-4.448,143.943,6/24/1986,3:11:31,Earthquake,102.3,,,7.2,MW,,,,,,1.0,USP0002VBR,US,US,HRV,Reviewed,7877,,3,11,30.9,102.0,7.1,,7.1,6.6,,,,7.0,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,170,,,,,,,0.5,1.0,,,,,,,,,,,0.5,1.0,,,,
576,577,24,6,1988,18.606,121.013,6/24/1988,2:06:26,Earthquake,53.4,,,5.7,MW,,,,,,1.0,USP0003H7U,US,US,HRV,Reviewed,6474,Tsu,2,6,26.3,53.0,5.4,,,5.4,,,,,PHILIPPINES,,PHILIPPINES:  LUZON:  LAOAG,170,,,,,,,,,,,,,,,,,,,,1.0,,,,
577,578,24,6,2011,52.05,-171.836,6/24/2011,3:09:39,Earthquake,52.0,,791.0,7.3,MWW,,,15.3,,,1.05,USP000J3MQ,US,US,US,Reviewed,9824,Tsu,3,9,39.4,52.0,7.3,7.3,,6.9,6.7,,,,USA,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,150,,,,,,,,,,,,,,,,,,,,,,,,
578,579,24,6,2012,27.767,100.781,6/24/2012,7:59:35,Earthquake,10.0,,272.0,5.5,MWW,,,20.0,,,1.06,USP000JN65,US,US,US,Reviewed,9919,,7,59,34.8,10.0,5.5,5.5,5.3,5.5,,,,,CHINA,,CHINA:  YUNNAN AND SICHUAN PROVINCES,30,4.0,1.0,,,394.0,3.0,,4.0,6768.0,4.0,,,4.0,1.0,,,394.0,3.0,,4.0,6768.0,4.0,,
579,580,24,7,1991,36.52,44.066,7/24/1991,9:45:42,Earthquake,25.5,,,5.5,MW,,,,,,1.1,USP0004UK3,US,US,HRV,Reviewed,5301,,9,45,41.8,26.0,5.1,,5.1,5.4,,,,8.0,IRAQ,,"IRAQ:  ARBIL,  DIBS",140,20.0,1.0,,,,3.0,,2.0,100.0,2.0,100.0,2.0,20.0,1.0,,,,3.0,,2.0,100.0,2.0,,
580,581,24,7,2005,7.92,92.19,7/24/2005,15:42:06,Earthquake,16.0,,636.0,7.2,MWC,,,26.4,,,0.93,USP000DVTC,US,US,HRV,Reviewed,6762,,15,42,6.2,16.0,7.2,7.2,7.5,6.6,,,,,INDIA,,"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",60,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,
581,582,24,7,2008,32.747,105.542,7/24/2008,7:09:30,Earthquake,10.0,,395.0,5.7,MWC,,,41.4,,,0.98,USP000GD1G,US,US,US,Reviewed,8165,,7,9,30.0,10.0,5.6,5.6,5.4,5.6,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,30,1.0,1.0,,,17.0,1.0,,3.0,1200.0,4.0,1200.0,4.0,1.0,1.0,,,17.0,1.0,,3.0,1200.0,4.0,,
582,583,24,7,2009,31.158,85.902,7/24/2009,3:11:57,Earthquake,13.4,,199.0,5.8,MWC,,,20.5,,,0.92,USP000GZJS,US,US,GCMT,Reviewed,8390,,3,11,56.8,13.0,5.8,5.8,5.4,5.7,,,,,CHINA,,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,40,,,,,,,,1.0,6.0,1.0,6.0,1.0,,,,,,,,1.0,6.0,1.0,,2.0
583,584,24,8,1979,41.145,108.129,8/24/1979,16:59:31,Earthquake,33.0,,,5.9,MS,,,,,,,USP00012KV,US,US,US,Reviewed,4841,,16,59,30.8,33.0,5.9,,5.9,5.8,,,,,CHINA,,CHINA:  NEI MONGOL:  WU-YUAN,30,,,,,104.0,3.0,,2.0,400.0,3.0,,,,1.0,,,104.0,3.0,,2.0,400.0,3.0,,
584,585,24,9,1980,35.45,139.964,9/24/1980,17:54:24,Earthquake,73.0,,,6.0,MB,,,,,,,USP00019YM,US,US,US,Reviewed,4894,,17,54,24.1,73.0,6.0,,,6.0,,,,6.0,JAPAN,,"JAPAN:  TOKYO, YOKOHAMA",30,2.0,1.0,,,73.0,2.0,1.0,2.0,,,,,2.0,1.0,,,73.0,2.0,1.0,2.0,,,,
585,586,24,9,2005,12.471,40.634,9/24/2005,19:24:03,Earthquake,11.8,,207.0,5.5,MWB,,,62.0,,,1.05,USP000E04M,US,US,US,Reviewed,6822,,19,24,2.6,12.0,5.6,5.6,5.0,5.1,,,,,ETHIOPIA,,ETHIOPIA:  DABBAHU,10,,,,,,,,,,,,,,,,,,,,2.0,,,,
586,587,25,1,1999,4.461,-75.724,1/25/1999,18:19:17,Earthquake,17.0,,,6.1,MWC,,,,,,1.01,USP00091Q3,US,US,HRV,Reviewed,5512,,18,19,16.8,17.0,6.2,6.2,5.7,5.9,,,,,COLOMBIA,,"COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA",160,1185.0,4.0,700.0,3.0,4750.0,4.0,1857.366,4.0,,4.0,,,1185.0,4.0,700.0,3.0,4750.0,4.0,1857.366,4.0,,4.0,,
587,588,25,1,2005,37.622,43.703,1/25/2005,16:44:16,Earthquake,41.2,4.2,333.0,5.9,MWC,,,57.3,,,1.14,USP000DEBC,US,US,HRV,Reviewed,5841,,16,44,16.1,41.0,5.9,5.9,5.6,5.3,,,,,TURKEY,,TURKEY:  HAKKARI,140,2.0,1.0,,,22.0,1.0,,1.0,,,,,2.0,1.0,,,22.0,1.0,,1.0,,,,
588,589,25,10,1981,18.048,-102.084,10/25/1981,3:22:16,Earthquake,33.0,,,7.3,MS,,16.0,,,,1.2,USP0001GNV,US,US,US,Reviewed,4932,Tsu,3,22,15.5,33.0,7.3,,7.3,6.2,,,,,MEXICO,,MEXICO:  MICHOACAN: LAZARO CARDENAS,150,9.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
589,590,25,10,1983,1.131,120.858,10/25/1983,0:36:23,Earthquake,33.0,,,6.5,MW,,,,,,1.3,USP0001Z8J,US,US,NC,Reviewed,4993,,0,36,23.4,33.0,6.1,,6.1,5.8,,,,7.0,INDONESIA,,INDONESIA:  CENTRAL SULAWESI,170,2.0,1.0,,,4.0,1.0,,2.0,20.0,1.0,4.0,1.0,2.0,1.0,,,4.0,1.0,,2.0,20.0,1.0,4.0,1.0
590,591,25,10,1990,35.121,70.486,10/25/1990,4:54:00,Earthquake,113.9,,,5.8,MW,,,,,,1.0,USP0004G4S,US,US,HRV,Reviewed,5263,,4,53,59.9,114.0,6.0,,,6.0,,,,4.0,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  CHITRAL, MARDAN, MALAKAND",40,11.0,1.0,,,250.0,3.0,,1.0,,,,,11.0,1.0,,,250.0,3.0,,1.0,,,,
591,592,25,10,2003,38.4,100.951,10/25/2003,12:41:35,Earthquake,10.0,,493.0,5.8,MWB,,,22.3,,,0.85,USP000CB83,US,US,US,Reviewed,5732,,12,41,35.2,10.0,5.8,5.8,5.7,5.8,,,,,CHINA,,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",30,9.0,1.0,,,43.0,1.0,40.0,4.0,10000.0,4.0,,,9.0,1.0,,,43.0,1.0,40.0,4.0,10000.0,4.0,,
592,593,25,10,2010,-3.487,100.082,10/25/2010,14:42:22,Earthquake,20.1,3.5,379.0,7.8,MWC,,,23.0,,,1.17,USP000HNJ4,US,US,GCMT,Reviewed,9592,Tsu,14,42,22.0,20.0,7.8,7.8,7.3,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA,60,,,,,,,,,,,,,431.0,3.0,,,,,39.0,4.0,700.0,3.0,,
593,594,25,11,1986,44.12,16.339,11/25/1986,13:59:42,Earthquake,30.2,3.2,,5.6,MW,,,,,,1.2,USP00030D1,US,US,HRV,Reviewed,5117,,13,59,42.3,30.0,5.5,,5.5,5.3,,,,8.0,BOSNIA-HERZEGOVINA,,"BALKANS NW:  BOSNIA-HERZEGOVINA: STRMICA, KNIN",130,,,,,12.0,1.0,,2.0,,,,,,,,,12.0,1.0,,2.0,,,,
594,595,25,11,1988,48.117,-71.183,11/25/1988,23:46:04,Earthquake,28.9,,,5.9,MW,,,,,,,USP0003P6P,US,OTT,HRV,Reviewed,5183,,23,46,4.5,29.0,5.8,,5.8,5.9,,,,7.0,CANADA,,"CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY",150,,,,,,,,2.0,,,,,,,,,,,,,,,,
595,596,25,11,1997,1.241,122.536,11/25/1997,12:14:34,Earthquake,24.0,,,7.0,MWC,,,,,,1.18,USP0008BAJ,US,US,HRV,Reviewed,5479,,12,14,33.6,24.0,7.0,7.0,6.8,6.1,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO",170,,,,,,,,1.0,,,,,,,,,,,,,,,,
596,597,25,11,2000,40.245,49.946,11/25/2000,18:09:11,Earthquake,50.4,2.7,446.0,6.8,MWC,,,,,,1.03,USP000A4XU,US,US,HRV,Reviewed,5584,,18,9,11.4,50.0,6.8,6.8,,5.8,,,,,AZERBAIJAN,,AZERBAIJAN:  BAKU,40,31.0,1.0,,,430.0,3.0,,1.0,,,,,31.0,1.0,,,430.0,3.0,,1.0,,,,
597,598,25,12,1982,-8.405,123.08,12/25/1982,12:28:03,Earthquake,33.0,,,5.9,MS,,5.0,,,,1.3,USP0001RQT,US,US,US,Reviewed,4959,Tsu,12,28,2.8,33.0,5.9,,5.9,5.5,,,,,INDONESIA,,INDONESIA:  FLORES ISLAND:  EASTERN,170,13.0,1.0,,,390.0,3.0,1.45,2.0,1875.0,4.0,,,13.0,1.0,,,390.0,3.0,1.45,2.0,1875.0,4.0,,
598,599,25,12,2002,35.704,69.868,12/25/2002,19:13:43,Earthquake,90.8,,295.0,5.5,MWC,,,,,,0.81,USP000BMDS,US,US,HRV,Reviewed,5670,,19,13,42.7,91.0,5.5,5.5,,5.3,,,,,AFGHANISTAN,,AFGHANISTAN:  JALALABAD,40,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0
599,600,25,12,2002,39.57,75.254,12/25/2002,12:57:03,Earthquake,10.0,,363.0,5.7,MWC,,,,,,0.8,USP000BMD4,US,US,HRV,Reviewed,5669,,12,57,3.2,10.0,5.7,5.7,5.6,5.5,,,,,CHINA,,CHINA:  XINJIANG:  WUQIA,40,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,2.0,,
600,601,25,12,2003,8.416,-82.824,12/25/2003,7:11:12,Earthquake,33.0,,405.0,6.5,MWB,,,48.4,,,1.2,USP000CFZW,US,US,US,Reviewed,5750,,7,11,11.5,33.0,6.5,6.5,6.4,6.0,,,,,PANAMA,,PANAMA-COSTA RICA:  PUERTO ARMUELLES,100,2.0,1.0,,,75.0,2.0,,2.0,,,,3.0,2.0,1.0,,,75.0,2.0,,2.0,,,,3.0
601,602,25,12,2006,42.156,76.163,12/25/2006,20:01:00,Earthquake,11.6,,475.0,5.8,MWB,,,28.1,,,1.0,USP000F0ZK,US,US,US,Reviewed,7450,,20,1,0.4,12.0,5.8,5.8,5.8,5.7,,,,,KYRGYZSTAN,,KYRGYZSTAN:  KOCHKOR,40,,,,,,,,3.0,2410.0,4.0,,,,,,,,,,2.0,2410.0,4.0,,
602,603,25,12,2010,-19.702,167.947,12/25/2010,13:16:37,Earthquake,16.0,,409.0,7.3,MWC,,,12.0,,,1.17,USP000HRW0,US,US,US,Reviewed,9761,Tsu,13,16,37.0,16.0,7.3,7.3,7.4,6.8,,,,,VANUATU,,VANUATU ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
603,604,25,2,1991,40.386,78.959,2/25/1991,14:30:28,Earthquake,20.6,,,6.0,MW,,,,,,1.0,USP0004NDH,US,US,HRV,Reviewed,5276,,14,30,27.6,21.0,6.1,,6.1,5.5,,,,,CHINA,,CHINA:  S XINJIANG:  KALPIN,40,,,,,3.0,1.0,,2.0,8561.0,4.0,,,,,,,3.0,1.0,,2.0,8561.0,4.0,,
604,605,25,2,1996,15.978,-98.07,2/25/1996,3:08:16,Earthquake,21.1,,,7.1,MW,,,,,,1.2,USP0007DV6,US,US,HRV,Reviewed,6497,Tsu,3,8,15.8,21.0,7.1,7.1,6.9,6.1,,,,,MEXICO,,MEXICO:  OFF COAST OF GUERRERO,150,,,,,,,,,,,,,,,,,,,,,,,,
605,606,25,2,2008,-2.486,99.972,2/25/2008,8:36:33,Earthquake,25.0,,505.0,7.2,MWC,,,18.4,,,1.22,USP000FZX4,US,US,GCMT,Reviewed,7743,Tsu,8,36,33.0,25.0,6.5,6.5,6.6,6.4,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,60,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0
606,607,25,3,1990,37.034,72.942,3/25/1990,14:17:19,Earthquake,33.0,,,6.3,MS,,5.0,,,,1.3,USP0004722,US,US,US,Reviewed,5226,,14,17,18.8,33.0,6.3,,6.3,6.0,,,,6.0,TAJIKISTAN,,TAJIKISTAN:  PAMIR MOUNTAINS,40,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
607,608,25,3,1990,9.919,-84.808,3/25/1990,13:22:56,Earthquake,22.2,,,7.3,MW,,,,,,1.1,USP0004720,US,US,HRV,Reviewed,5225,Tsu,13,22,55.6,22.0,7.0,,7.0,6.2,,,,8.0,COSTA RICA,,"COSTA RICA:  PUNTARENAS, SAN JOSE",100,,,,,10.0,1.0,,2.0,,,60.0,2.0,,,,,10.0,1.0,,2.0,,,60.0,2.0
608,609,25,3,1998,-62.877,149.527,3/25/1998,3:12:25,Earthquake,10.0,,,8.1,MWC,,,,,,1.1,USP0008HZD,US,US,HRV,Reviewed,5489,Tsu,3,12,25.0,10.0,8.1,8.1,8.0,6.6,,,,,ANTARCTICA,,BALLENY ISLANDS,20,,,,,,,,,,,,,,,,,,,,,,,,
609,610,25,3,2002,36.062,69.315,3/25/2002,14:56:34,Earthquake,8.0,,416.0,6.1,MWC,,,,,,1.07,USP000B10Y,US,US,HRV,Reviewed,5626,,14,56,33.8,8.0,6.1,6.1,6.2,5.9,,,,,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",40,1000.0,3.0,,,200.0,3.0,,4.0,1500.0,4.0,1500.0,4.0,1000.0,3.0,,,200.0,3.0,,4.0,1500.0,4.0,,
610,611,25,3,2003,-8.294,120.743,3/25/2003,2:53:25,Earthquake,33.0,,247.0,6.5,MWC,,,28.7,,,1.34,USP000BTF5,US,US,HRV,Reviewed,5702,,2,53,25.0,33.0,6.5,6.5,6.1,6.2,,,,,INDONESIA,,INDONESIA:  FLORES:  REO,170,4.0,1.0,,,20.0,1.0,,1.0,,,,2.0,4.0,1.0,,,20.0,1.0,,1.0,,,,2.0
611,612,25,3,2003,27.264,89.331,3/25/2003,18:51:26,Earthquake,47.1,,165.0,5.5,MWC,,,34.4,,,1.21,USP000BTGE,US,US,HRV,Reviewed,5689,,18,51,26.3,47.0,5.5,5.5,4.8,4.8,,,,,BHUTAN,,BHUTAN:  PHUENTSHOLING,60,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0
612,613,25,3,2004,39.93,40.812,3/25/2004,19:30:49,Earthquake,10.0,,237.0,5.6,MWB,,,58.4,,,1.11,USP000CQVT,US,US,US,Reviewed,5767,,19,30,49.0,,5.6,5.6,5.4,5.0,,,,,TURKEY,,TURKEY:  ERZURUM,140,10.0,1.0,,,46.0,1.0,,1.0,45.0,1.0,45.0,1.0,10.0,1.0,,,46.0,1.0,,1.0,45.0,1.0,,
613,614,25,3,2006,27.574,55.685,3/25/2006,7:28:58,Earthquake,18.0,,503.0,5.9,MWC,,,34.1,,,1.12,USP000ECW4,US,US,HRV,Reviewed,7232,,7,28,57.6,18.0,5.9,5.9,5.5,5.7,,,,,IRAN,,IRAN:  SOUTHERN,140,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,
614,615,25,3,2007,-20.617,169.357,3/25/2007,0:40:02,Earthquake,34.0,,426.0,7.1,MWB,,,25.3,,,1.0,USP000F7B4,US,US,US,Reviewed,7459,Tsu,0,40,1.6,34.0,7.1,7.1,7.0,6.5,,,,,VANUATU,,VANUATU ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
615,616,25,3,2007,37.336,136.588,3/25/2007,0:41:58,Earthquake,8.0,,493.0,6.7,MWC,,,23.9,,,0.83,USP000F7B5,US,US,GCMT,Reviewed,7448,Tsu,0,41,57.8,8.0,6.7,6.7,6.8,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,30,1.0,1.0,,,150.0,3.0,,3.0,58.0,2.0,455.0,3.0,1.0,1.0,,,150.0,3.0,,3.0,58.0,2.0,455.0,3.0
616,617,25,3,2007,38.34,20.42,3/25/2007,13:57:58,Earthquake,15.0,,514.0,5.7,MWB,,,35.4,,,,USP000F7CX,US,ATH,US,Reviewed,7484,,13,57,58.2,15.0,5.8,5.8,5.5,5.3,,,,6.0,GREECE,,"GREECE:  ARGOSTOLION, KEFALLINIA",130,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
617,618,25,3,2012,-35.2,-72.217,3/25/2012,22:37:06,Earthquake,40.7,,553.0,7.1,MWW,,,15.2,,,,USP000JGSW,US,GUC,US,Reviewed,9920,,22,37,6.0,41.0,7.2,7.2,7.0,6.5,,,,,CHILE,,"CHILE:  PARRAL, SANTIAGO",160,1.0,1.0,,,14.0,1.0,,1.0,,,,2.0,1.0,1.0,,,14.0,1.0,,1.0,,,,2.0
618,619,25,4,1987,16.066,120.301,4/25/1987,12:16:52,Earthquake,107.0,,,6.9,MW,,,,,,0.9,USP00034F9,US,US,NC,Reviewed,5133,,12,16,52.4,107.0,6.3,,,6.3,,,,5.0,PHILIPPINES,,"PHILIPPINES:  MANILA, CUBI POINT",170,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
619,620,25,4,1987,2.244,98.866,4/25/1987,19:22:07,Earthquake,11.1,,,6.4,MW,,,,,,1.3,USP00034FG,US,US,HRV,Reviewed,5134,,19,22,7.2,11.0,6.6,,6.6,5.9,,,,,INDONESIA,,"INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,",170,2.0,1.0,,,22.0,1.0,1.0,2.0,300.0,3.0,,,2.0,1.0,,,22.0,1.0,1.0,2.0,300.0,3.0,,
620,621,25,4,1989,16.773,-99.328,4/25/1989,14:29:01,Earthquake,19.2,,,6.9,MW,,,,,,1.2,USP0003UDB,US,US,PAR,Reviewed,5194,,14,29,0.5,19.0,6.8,,6.8,6.2,,,,6.0,MEXICO,,"MEXICO:  MEXICO CITY, ACAPULCO",150,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
621,622,25,5,1981,-48.786,164.357,5/25/1981,5:25:14,Earthquake,33.0,,,7.6,MS,,10.0,,,,1.2,USP0001DV1,US,US,US,Reviewed,4920,Tsu,5,25,14.4,33.0,7.6,,7.6,6.1,,,,,NEW ZEALAND,,NEW ZEALAND:  W OF NORTH ISLAND,170,,,,,,,,,,,,,,,,,,,,,,,,
622,623,25,5,1992,19.613,-77.872,5/25/1992,16:55:04,Earthquake,23.1,,,6.8,MW,,,,,,0.9,USP000582H,US,US,HRV,Reviewed,5327,,16,55,4.1,23.0,7.0,,7.0,6.3,,,,,CUBA,,"CUBA:  PILON, MANZANILLO",90,,,,,40.0,1.0,,2.0,,,820.0,3.0,,,,,40.0,1.0,,2.0,,,820.0,3.0
623,624,25,6,1976,-4.603,140.091,6/25/1976,19:18:57,Earthquake,33.0,,,7.1,MS,,,,,,,USP0000H1P,US,US,US,Reviewed,4729,,19,18,56.9,33.0,7.1,,7.1,6.1,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,170,6000.0,4.0,,,,,,3.0,,,,,6000.0,4.0,,,,,,3.0,,,,
624,625,25,6,1979,-4.98,145.577,6/25/1979,5:29:06,Earthquake,189.0,,,6.2,MB,,,,,,,USP00011HG,US,US,US,Reviewed,4837,,5,29,5.6,189.0,6.2,,,6.2,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  E, MT HAGEN",170,,,,,,,,2.0,,,,,,,,,,,,,,,,
625,626,25,6,1989,1.134,-79.616,6/25/1989,20:37:32,Earthquake,15.1,,,6.3,MW,,,,,,1.0,USP0003WND,US,US,NC,Reviewed,5202,,20,37,32.4,15.0,6.1,,6.1,5.9,,,,7.0,ECUADOR,,"ECUADOR:  ESMERALDAS, GUAYAQUIL",160,,,,,,,,2.0,,,,,,,,,,,,,,,,
626,627,25,6,1997,33.938,59.475,6/25/1997,19:38:41,Earthquake,10.0,,,5.9,MWB,,,,,,0.89,USP00083Z1,US,US,US,Reviewed,5466,,19,38,40.6,10.0,5.9,5.9,5.8,5.5,,,,,IRAN,,"IRAN:  BIRJAND, QAYEN",140,,,,,,,,2.0,100.0,2.0,5000.0,4.0,,,,,,,,3.0,100.0,2.0,5000.0,4.0
627,628,25,6,2001,37.238,36.206,6/25/2001,13:28:47,Earthquake,5.0,,288.0,5.5,MWC,,,,,,1.29,USP000AHE3,US,US,HRV,Reviewed,5602,,13,28,46.5,5.0,5.5,5.5,4.9,5.2,,,,,TURKEY,,TURKEY:  OSMANIYE,140,,,,,130.0,3.0,,1.0,,,,,,,,,130.0,3.0,,1.0,,,66.0,2.0
628,629,25,7,2003,38.432,141.003,7/25/2003,15:13:08,Earthquake,10.0,,312.0,5.5,MWC,,,64.1,,,1.05,USP000C3AY,US,US,HRV,Reviewed,5708,,15,13,7.7,10.0,5.5,5.5,4.9,5.6,,,,,JAPAN,,"JAPAN:  HONSHU:  MIYAGI, IWATE",30,,,,,569.0,3.0,411.0,4.0,,,1025.0,4.0,,,,,569.0,3.0,411.0,4.0,,,1025.0,4.0
629,630,25,7,2012,-9.694,159.727,7/25/2012,11:20:27,Earthquake,20.0,,220.0,6.4,MWW,,,14.8,,,1.02,USP000JPEH,US,US,US,Reviewed,9926,,11,20,27.0,20.0,6.4,6.4,6.5,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS: GUADALCANAL,170,,,,,,,,1.0,26.0,1.0,,,,,,,,,,1.0,26.0,1.0,,
